Gmina,Powiat,Województwo,Andrzej Sebastian DUDA,Rafał Kazimierz TRZASKOWSKI
gm. Nowogródek Pomorski,myśliborski,zachodniopomorskie,764,759
gm. Dobra (Szczecińska),policki,zachodniopomorskie,3328,9956
gm. Kołbaskowo,policki,zachodniopomorskie,2097,4648
gm. Nowe Warpno,policki,zachodniopomorskie,307,569
gm. Police,policki,zachodniopomorskie,8462,11327
gm. Bielice,pyrzycki,zachodniopomorskie,890,534
gm. Kozielice,pyrzycki,zachodniopomorskie,807,374
gm. Lipiany,pyrzycki,zachodniopomorskie,1425,1169
gm. Przelewice,pyrzycki,zachodniopomorskie,1262,905
gm. Pyrzyce,pyrzycki,zachodniopomorskie,5102,4248
gm. Warnice,pyrzycki,zachodniopomorskie,1082,540
m. Darłowo,sławieński,zachodniopomorskie,3595,5983
m. Sławno,sławieński,zachodniopomorskie,2728,3155
gm. Darłowo,sławieński,zachodniopomorskie,3388,5187
gm. Malechowo,sławieński,zachodniopomorskie,1574,1278
gm. Postomino,sławieński,zachodniopomorskie,3110,3763
gm. Sławno,sławieński,zachodniopomorskie,2024,1632
m. Stargard,stargardzki,zachodniopomorskie,13768,20556
gm. Chociwel,stargardzki,zachodniopomorskie,1449,1434
gm. Dobrzany,stargardzki,zachodniopomorskie,1241,883
gm. Dolice,stargardzki,zachodniopomorskie,1768,1438
gm. Ińsko,stargardzki,zachodniopomorskie,831,906
gm. Kobylanka,stargardzki,zachodniopomorskie,1311,2048
gm. Marianowo,stargardzki,zachodniopomorskie,903,544
gm. Stara Dąbrowa,stargardzki,zachodniopomorskie,1046,671
gm. Stargard,stargardzki,zachodniopomorskie,3181,3350
gm. Suchań,stargardzki,zachodniopomorskie,1052,782
m. Szczecinek,szczecinecki,zachodniopomorskie,8092,10945
gm. Barwice,szczecinecki,zachodniopomorskie,2003,1464
gm. Biały Bór,szczecinecki,zachodniopomorskie,1193,1227
gm. Borne Sulinowo,szczecinecki,zachodniopomorskie,2241,2827
gm. Grzmiąca,szczecinecki,zachodniopomorskie,1032,923
gm. Szczecinek,szczecinecki,zachodniopomorskie,2264,1764
m. Świdwin,świdwiński,zachodniopomorskie,2972,4114
gm. Brzeżno,świdwiński,zachodniopomorskie,635,548
gm. Połczyn-Zdrój,świdwiński,zachodniopomorskie,3561,3658
gm. Rąbino,świdwiński,zachodniopomorskie,873,569
gm. Sławoborze,świdwiński,zachodniopomorskie,745,879
gm. Świdwin,świdwiński,zachodniopomorskie,1432,986
m. Wałcz,wałecki,zachodniopomorskie,4470,8022
gm. Człopa,wałecki,zachodniopomorskie,1198,1128
gm. Mirosławiec,wałecki,zachodniopomorskie,1026,1418
gm. Tuczno,wałecki,zachodniopomorskie,1181,1047
gm. Wałcz,wałecki,zachodniopomorskie,2562,3068
gm. Dobra,łobeski,zachodniopomorskie,992,744
gm. Łobez,łobeski,zachodniopomorskie,2828,3562
gm. Radowo Małe,łobeski,zachodniopomorskie,756,788
gm. Resko,łobeski,zachodniopomorskie,1610,1723
gm. Węgorzyno,łobeski,zachodniopomorskie,1607,1437
m. Koszalin,Koszalin,zachodniopomorskie,19766,36310
m. Szczecin,Szczecin,zachodniopomorskie,73873,129521
m. Świnoujście,Świnoujście,zachodniopomorskie,8229,15915
